Moviename'; 'Userscore';Author'
sweeney-todd-the-demon-barber-of-fleet-street;10;JohnW.
the-bourne-ultimatum;10;John
harry-potter-and-the-order-of-the-phoenix;9;MattA
28-weeks-later;8;juliankleiss
live-free-or-die-hard;10;ChrisW.
ratatouille;10;Andrew
meet-the-robinsons;8;sil3nt_nick
ratatouille;9;PaulF.
sweeney-todd-the-demon-barber-of-fleet-street;8;MikeB.
the-bourne-ultimatum;10;LarryK.
ratatouille;10;JH
away-from-her;8;Viper8787
american-cannibal-the-road-to-reality;10;ToddS
harry-potter-and-the-order-of-the-phoenix;8;JimH
we-are-marshall;8;Meth-dude
sweeney-todd-the-demon-barber-of-fleet-street;8;Tubie
sweeney-todd-the-demon-barber-of-fleet-street;9;lovemusic
once;9;PJ
once;9;AdamB
the-valet;10;Roeyl
ratatouille;10;[Anonymous]
gracie;8;MovieGuys
sweeney-todd-the-demon-barber-of-fleet-street;10;StevenF
once;10;[Anonymous]
hostel-part-ii;8;Meth-dude
sweeney-todd-the-demon-barber-of-fleet-street;8;Spangle
grindhouse;8;MichaelB.
away-from-her;9;JohnH.
once;10;MattM.
broken-english;8;MarcK
offside;9;PaulD.
blades-of-glory;8;grandpajoe6191
kickin-it-old-skool;9;Ryan
28-weeks-later;8;JohnL.
broken-english;10;[Anonymous]
away-from-her;10;ChrisC
live-free-or-die-hard;9;AndrewT
the-simpsons-movie;10;AndrewA.
year-of-the-dog;10;AaronL.
the-lives-of-others;10;JimM.
away-from-her;8;JohnA
the-ultimate-gift;9;TheQuietGamer
28-weeks-later;9;JS
there-will-be-blood;9;Chris
once;10;DavidB
we-are-marshall;10;[Anonymous]
blades-of-glory;10;BR.
the-simpsons-movie;8;DavidH.
the-bourne-ultimatum;10;MikeM
rock-the-bells;10;ClaudeS.
the-host;10;[Anonymous]
away-from-her;10;MM
the-host;8;grandpajoe6191
the-lives-of-others;10;Trevor
disturbia;9;Tss5078
the-lives-of-others;10;[Anonymous]
transformers;10;gm101
once;10;StephenB
disturbia;10;BrianM
the-bourne-ultimatum;9;KevinC.
i-think-i-love-my-wife;10;ChrisS.
we-are-marshall;10;JohnD
we-are-marshall;9;JimM.
live-free-or-die-hard;8;homer4president
pathfinder;9;TheQuietGamer
tmnt;8;SEROJ
the-simpsons-movie;9;JD
we-are-marshall;9;PaulF.
tmnt;8;ESS180
300;9;AnonymousMC
once;10;StevenF
tmnt;8;MovieLonely94
300;9;AnonymousMC
grindhouse;10;ChrisS.
the-lives-of-others;10;Bill
we-are-marshall;8;bfoore90
28-weeks-later;10;AdamP.
hot-fuzz;8;grandpajoe6191
tmnt;9;JohnM.
spider-man-3;10;JimboH.
blades-of-glory;8;MediaCritic
blades-of-glory;10;Zilcell
28-weeks-later;9;MattN.
blades-of-glory;8;Trev29
the-lives-of-others;10;worleyjamers
puccini-for-beginners;8;KG
the-lives-of-others;9;ypomoni
there-will-be-blood;10;AnonymousMC
disturbia;10;[Anonymous]
black-snake-moan;10;MarkR.
transformers;9;AndyW.
factory-girl;10;[Anonymous]
28-weeks-later;9;MattA
ratatouille;10;JackC
after-the-wedding;9;George
behind-the-mask-the-rise-of-leslie-vernon;9;ryancarroll88
28-weeks-later;9;JasonJ.
the-lives-of-others;9;DanC.
harry-potter-and-the-order-of-the-phoenix;9;JackB
the-lives-of-others;10;XLR8TER
after-the-wedding;8;roberti
the-lives-of-others;8;Spangle
factory-girl;8;Enrique
harry-potter-and-the-order-of-the-phoenix;9;PaulF.
disturbia;8;MichaelR.
disturbia;10;AndrewS.
black-snake-moan;8;[Anonymous]
the-last-mimzy;9;PaulF.
ratatouille;10;John
300;8;JonnyFendi
harry-potter-and-the-order-of-the-phoenix;9;FredD.
black-snake-moan;9;RaniS
hot-fuzz;10;MarkG.
premonition;10;[Anonymous]
transformers;9;Alex
300;8;BenD.
grindhouse;10;JB
daddys-little-girls;10;[Anonymous]
the-abandoned;8;Enrique
shooter;8;spadenx
transformers;10;JackB
hot-fuzz;8;Matt
shooter;8;Compi24
the-hills-have-eyes-ii;8;Meth-dude
28-weeks-later;10;JohnE.
shooter;10;Tss5078
spider-man-3;8;MarkS
300;10;Alex
shooter;8;imthenoob
miss-potter;10;PaulF.
grindhouse;9;MichaelR.
hot-fuzz;9;DanP.
disturbia;8;cameronmorewood
the-bourne-ultimatum;9;jwt7000
there-will-be-blood;10;ChrisB
disturbia;9;Patrick94
pride;10;JohnH.
hot-fuzz;8;AlexG.
harry-potter-and-the-order-of-the-phoenix;9;Judddy
shooter;8;[Anonymous]
disturbia;8;Meth-dude
the-bourne-ultimatum;10;CRL
spider-man-3;8;AnonymousMC
harry-potter-and-the-order-of-the-phoenix;9;Film_Fanatic_15
spider-man-3;10;JohnM.
harry-potter-and-the-order-of-the-phoenix;9;Tokyochuchu
ghost-rider;10;KgnDavel
the-bourne-ultimatum;8;spadenx
breach;8;MichaelB.
the-simpsons-movie;8;MichaelD
hot-fuzz;10;[Anonymous]
the-bourne-ultimatum;10;Juanolo
the-simpsons-movie;9;CRL
the-bourne-ultimatum;9;anshiman
300;10;AnonymousMC
the-simpsons-movie;8;Candy-Floss
the-simpsons-movie;8;Potter17
the-bourne-ultimatum;8;Spangle
300;10;Chris
the-simpsons-movie;8;Zilcell
bridge-to-terabithia;8;Andrew
harry-potter-and-the-order-of-the-phoenix;9;StevenF
the-simpsons-movie;8;heyitsmegrif4
the-italian;8;DavidG.
the-bourne-ultimatum;10;Compi24
the-simpsons-movie;8;mrnice
bridge-to-terabithia;8;AdamE.
28-weeks-later;10;DanL
letters-from-iwo-jima;8;AnonymousMC
bridge-to-terabithia;10;John
the-host;10;DavidD.
harry-potter-and-the-order-of-the-phoenix;8;oxana
the-simpsons-movie;8;fanguychris
the-bourne-ultimatum;9;MovieGuys
28-weeks-later;8;NF123
grindhouse;8;TheWalrus2000
the-host;10;Halfwelshman
letters-from-iwo-jima;10;1966Zodiac
hannibal-rising;8;[Anonymous]
the-bourne-ultimatum;8;RayzorMoose
the-good-german;9;RobertoS.
ratatouille;10;DanT
harry-potter-and-the-order-of-the-phoenix;8;Trev29
breach;8;MovieGuys
the-simpsons-movie;8;shprea
28-weeks-later;9;TheQuietGamer
the-simpsons-movie;8;SEROJ
there-will-be-blood;8;TomM.
shooter;8;Alex
the-simpsons-movie;8;sil3nt_nick
there-will-be-blood;9;AmyC
the-bourne-ultimatum;9;DanBurrito
letters-from-iwo-jima;8;csw12
harry-potter-and-the-order-of-the-phoenix;8;Spangle
letters-from-iwo-jima;10;YoursTruly
the-good-german;8;Spangle
letters-from-iwo-jima;9;Compi24
bridge-to-terabithia;8;[Anonymous]
28-weeks-later;9;potatoes351
harry-potter-and-the-order-of-the-phoenix;10;Kamal_Voltaic
the-simpsons-movie;8;MovieGuys
the-bourne-ultimatum;8;EpicLadySponge
the-bourne-ultimatum;8;Muskrat147
28-weeks-later;10;JohnnyStephens
the-simpsons-movie;10;FreedomFighters
shooter;8;TomM.
transformers;9;AndrewP.
28-weeks-later;8;Meth-dude
comedy-of-power;9;Enrique
deliver-us-from-evil;9;Bill
ratatouille;10;DavidS.
the-simpsons-movie;10;diogomendes
the-host;8;Spangle
ratatouille;10;AlexM.
shooter;9;AdamE.
big;8;gm101
hot-fuzz;10;PaulF.
hot-fuzz;9;AndyW.
the-host;8;CineAutoctono
harry-potter-and-the-order-of-the-phoenix;10;DibbHansen
big;8;MovieGuys
the-simpsons-movie;8;CineAutoctono
spider-man-3;9;AnonymousMC
transformers;9;RaniS
the-simpsons-movie;8;DanBurrito
the-simpsons-movie;8;BarneyOnMT
harry-potter-and-the-order-of-the-phoenix;8;SythusRATINGS
letters-from-iwo-jima;8;ChrisC
harry-potter-and-the-order-of-the-phoenix;8;homer4president
ratatouille;10;anonymous
harry-potter-and-the-order-of-the-phoenix;9;Rutger-Kikkert
300;8;ArkonBlade
because-i-said-so;10;JamesH.
the-queen;10;beingryanjude
bridge-to-terabithia;8;JackB
harry-potter-and-the-order-of-the-phoenix;8;EpicLadySponge
music-and-lyrics;8;[Anonymous]
night-at-the-museum;8;Zilcell
hot-fuzz;10;DavidS.
there-will-be-blood;10;Tom
bridge-to-terabithia;8;JamesB
harry-potter-and-the-order-of-the-phoenix;10;Futuredirector
freedom-writers;8;KyleW.
300;8;AI88
there-will-be-blood;10;SteveF
there-will-be-blood;10;StevenM
harry-potter-and-the-order-of-the-phoenix;8;SonicHD7
ghost-rider;8;PaulF.
ratatouille;10;HyperS
300;8;MediaCritic
bridge-to-terabithia;8;MovieLonely94
pans-labyrinth;9;grandpajoe6191
hot-fuzz;9;TheQuietGamer
the-painted-veil;8;[Anonymous]
300;8;oxana
pans-labyrinth;10;Potter17
little-children;10;Enrique
hot-fuzz;8;sinadoom
300;9;Paranoia
there-will-be-blood;10;JonS
the-fountain;10;Ryan
hot-fuzz;8;EssenceOfSugar
the-painted-veil;10;RichardM.
old-joy;9;MattB
bridge-to-terabithia;9;Tss5078
pans-labyrinth;10;MPVahalik
apocalypto;8;DanC.
hot-fuzz;9;StevenF
there-will-be-blood;10;WilliamC
the-painted-veil;8;Spangle
freedom-writers;8;juliankleiss
ghost-rider;8;Zilcell
spider-man-3;8;AnonymousMC
alpha-dog;10;[Anonymous]
ratatouille;8;MovieLonely94
300;10;UntoldAv3nGer
ratatouille;9;Tokyochuchu
bridge-to-terabithia;8;FreedomFighters
pans-labyrinth;10;Doehl
hot-fuzz;9;moonman1994
letters-from-iwo-jima;10;RyanM.
apocalypto;9;Chris
transformers;8;John
hot-fuzz;8;Spangle
300;9;MetalFoX
letters-from-iwo-jima;10;AS
little-children;9;CurtisS.
300;8;cag11
the-fountain;10;MichaelH
pans-labyrinth;10;Violett
ratatouille;9;Potter17
transformers;10;AndyG.
spider-man-3;8;PaulD.
the-history-boys;10;Enrique
ratatouille;10;StevenF
pans-labyrinth;10;AliceM.
little-children;10;MichaelH
hot-fuzz;10;Saggarwal20
ratatouille;8;beingryanjude
there-will-be-blood;10;ChrisS.
the-fountain;10;DavidD.
hot-fuzz;9;cag11
ratatouille;9;Official
300;8;Meth-dude
ratatouille;8;Spangle
hot-fuzz;10;FilmVirtue
ratatouille;8;JawsLaxerDrama
ratatouille;10;Iky009
hot-fuzz;9;Meth-dude
ratatouille;8;sil3nt_nick
night-at-the-museum;9;JonathanN.
little-children;9;DanC.
hot-fuzz;8;MovieManiac83
ratatouille;10;MovieGuys
ratatouille;9;FreedomFighters
the-fountain;9;DavidM.
little-children;10;[Anonymous]
spider-man-3;8;AnonymousMC
little-children;9;MHS
ratatouille;8;RayzorMoose
ratatouille;8;FilmVirtue
ratatouille;10;diogomendes
there-will-be-blood;10;AdamP.
apocalypto;8;John
rocky-balboa;10;Tokyochuchu
the-fountain;9;NandoP.
the-queen;10;Enrique
letters-from-iwo-jima;10;emlugo123
ratatouille;10;SythusRATINGS
letters-from-iwo-jima;10;homer4president
the-fountain;10;PaulF.
ratatouille;8;homer4president
el-crimen-perfecto-the-perfect-crime;9;BobE.
little-children;8;Trev29
blood-diamond;8;grandpajoe6191
little-children;8;worleyjamers
turistas;9;[Anonymous]
casino-royale;10;MovieGuys
little-children;8;Meth-dude
the-queen;9;AnonymousMC
everyones-hero;9;GP
harsh-times;10;Kyle
eragon;8;MovieLonely94
apocalypto;10;JohnM.
ratatouille;9;MovieManiac83
the-nativity-story;10;GeorgeB.
turistas;10;SarahL.
casino-royale;8;grandpajoe6191
the-fountain;9;DavidH.
transformers;9;[Anonymous]
eragon;10;JamesB
there-will-be-blood;10;JimH
turistas;8;Meth-dude
the-nativity-story;10;JamesH.
dreamgirls;10;[Anonymous]
the-nativity-story;9;[Anonymous]
pans-labyrinth;10;J-Shap
night-at-the-museum;10;gm101
apocalypto;10;PaulF.
pans-labyrinth;10;KevinC.
night-at-the-museum;9;MovieLonely94
spider-man-3;9;PaulF.
there-will-be-blood;10;AndyG.
rocky-balboa;10;Fantasy
pans-labyrinth;9;Trev29
night-at-the-museum;9;TheQuietGamer
the-queen;10;AnonymousMC
night-at-the-museum;8;oxana
the-prestige;10;TheGorilla
blood-diamond;8;[Anonymous]
pans-labyrinth;10;cameronmorewood
ratatouille;9;CineAutoctono
apocalypto;10;JasonK.
pans-labyrinth;10;heyitsmegrif4
the-queen;10;DavidG.
shut-up-sing;10;ChrisW.
ratatouille;9;EpicLadySponge
babel;10;worleyjamers
rocky-balboa;10;JimC.
dreamgirls;9;JamieC
spider-man-3;9;BenR.
flushed-away;9;TheQuietGamer
the-prestige;10;imthenoob
ratatouille;10;Futuredirector
tideland;10;DavidD.
the-prestige;8;Spangle
apocalypto;9;[Anonymous]
the-prestige;9;cag11
a-guide-to-recognizing-your-saints;9;StevenF
flushed-away;8;Jacob
a-guide-to-recognizing-your-saints;8;oxana
flushed-away;8;sil3nt_nick
flushed-away;8;FreedomFighters
tideland;10;MichaelW.
tideland;10;BobC
the-fountain;8;Alex
there-will-be-blood;10;AlexH
tideland;9;HighPriestesa
infamous;10;Fantasy
300;8;DavidP.
there-will-be-blood;10;Enrique
the-queen;10;KevinC.
tenacious-d-in-the-pick-of-destiny;10;RyanM.
the-cave-of-the-yellow-dog;8;EpicLadySponge
night-at-the-museum;8;Futuredirector
infamous;8;KenG
flushed-away;8;Alex
apocalypto;10;JoshW.
the-departed;9;Spangle
marie-antoinette;8;DavidP.
the-prestige;8;Ryan
blood-diamond;10;Enrique
there-will-be-blood;10;DaveW.
the-queen;10;ChrisB
rocky-balboa;10;ChrisD.
the-departed;10;JasonB.
the-prestige;9;George
the-departed;10;nboley08
babel;8;JohnF.
the-queen;8;MichaelW.
the-departed;9;Spielberg00
dreamgirls;9;beingryanjude
300;9;SamS.
dreamgirls;9;Trev29
the-queen;9;ryancarroll88
300;8;Chris
marie-antoinette;10;JohnM
dreamgirls;8;SEROJ
rocky-balboa;10;Aaron
casino-royale;8;DeanB.
the-prestige;9;John
transformers;10;JackS.
the-queen;9;Trev29
spider-man-3;10;Matt
spider-man-3;8;Andrew
there-will-be-blood;10;MikeB.
transformers;10;JackB
tenacious-d-in-the-pick-of-destiny;10;RickG
the-queen;8;worleyjamers
rocky-balboa;10;TomM.
half-nelson;10;MarkM.
300;9;John
rocky-balboa;10;Andrew
transformers;10;JoshN
blood-diamond;8;AaronL.
rocky-balboa;8;Joey
spider-man-3;8;MichaelB.
rocky-balboa;10;TinaC.
babel;9;JS
blood-diamond;8;Chris
tenacious-d-in-the-pick-of-destiny;10;JohnW
apocalypto;8;Spangle
300;10;Chris
apocalypto;8;hardkor33
the-prestige;9;BillyS
apocalypto;8;Compi24
spider-man-3;9;AnonymousMC
spider-man-3;8;jackb
300;9;Alex
marie-antoinette;10;JimM.
street-fight;8;[Anonymous]
marie-antoinette;9;BillyS
all-the-kings-men;9;DaveW.
casino-royale;9;PetroM
all-the-kings-men;10;PJ
the-descent;8;ryancarroll88
the-prestige;10;Fantasy
all-the-kings-men;8;BradC.
marie-antoinette;9;StevenF
beer-league;10;ChrisW.
jackass-number-two;10;Andrew
alex-rider-operation-stormbreaker;8;[Anonymous]
blood-diamond;9;JackS.
quinceanera;10;RyanM.
the-last-kiss;8;PaulG.
casino-royale;10;Peter
there-will-be-blood;8;imthenoob
the-last-kiss;10;MichaelF.
transformers;10;ChrisS.
the-fountain;10;Spangle
rocky-balboa;10;Goffy
blood-diamond;8;Potter17
snakes-on-a-plane;10;[Anonymous]
half-nelson;8;Spangle
blood-diamond;8;sinadoom
there-will-be-blood;9;Iky009
half-nelson;8;ypomoni
blood-diamond;8;Spangle
marie-antoinette;9;JohnR.
jackass-number-two;10;NathanS.
casino-royale;8;LouisM.
there-will-be-blood;9;Summersausage
transformers;10;George
blood-diamond;8;Rikiege
blood-diamond;9;Compi24
world-trade-center;10;JohnF.
casino-royale;9;JB
there-will-be-blood;8;Scorpion
jackass-number-two;9;[Anonymous]
blood-diamond;10;SEROJ
rocky-balboa;10;Khunter4382
the-prestige;10;[Anonymous]
barnyard;8;EpicLadySponge
america-freedom-to-fascism;10;JohnH.
blood-diamond;9;Scorpion
barnyard;10;SEROJ
the-wicker-man;10;MarkG.
there-will-be-blood;9;Viper8787
transformers;10;AlecB
transformers;9;ChrisW.
talladega-nights-the-ballad-of-ricky-bobby;9;StevenF
jackass-number-two;10;ChrisW.
rocky-balboa;8;MovieGuys
america-freedom-to-fascism;10;Necromus
marie-antoinette;9;Kyle
rocky-balboa;10;bfoore90
jackass-number-two;10;Ben
talladega-nights-the-ballad-of-ricky-bobby;9;PatrickB.
the-covenant;9;ConnorM.
there-will-be-blood;9;EpicLadySponge
world-trade-center;8;JB
rocky-balboa;8;EpicLadySponge
the-prestige;9;MetalMan95
rocky-balboa;10;Futuredirector
jackass-number-two;8;MichaelD
the-descent;10;SamS.
the-prestige;9;grandpajoe6191
the-prestige;9;EssenceOfSugar
the-prestige;9;StevenF
andy-warhol-a-documentary-film;9;[Anonymous]
the-prestige;8;Tss5078
the-prestige;8;oxana
transformers;10;roddersj04
the-devil-wears-prada;10;GeorgeB.
ice-age-the-meltdown;9;DavidG.
world-trade-center;9;[Anonymous]
scoop;10;Fantasy
300;9;JM
marie-antoinette;8;Spangle
the-descent;10;[Anonymous]
300;8;AnonymousMC
the-prestige;9;SEROJ
the-wicker-man;8;[Anonymous]
scoop;8;Spangle
casino-royale;10;Fantasy
the-departed;8;JohnnyStephens
the-prestige;8;MovieGuys
spider-man-3;8;Rikiege
300;10;ChrisR.
the-descent;10;JoshW.
transformers;9;Zilcell
the-descent;9;Ross
300;9;AnonymousMC
the-prestige;8;Meth-dude
pans-labyrinth;8;Judddy
casino-royale;9;[Anonymous]
pans-labyrinth;10;TheQuietGamer
casino-royale;10;Chris
pans-labyrinth;9;aaronpaul121
casino-royale;10;ChrisB
transformers;10;oxana
pans-labyrinth;8;Xposure
superman-returns;8;MovieGuys
300;10;BrandonM
ice-age-the-meltdown;8;Alex
casino-royale;8;AnonymousMC
the-prestige;10;BarneyOnMT
transformers;9;csw12
spider-man-3;8;Meth-dude
pans-labyrinth;9;EpicLadySponge
300;10;JB
an-inconvenient-truth;9;[Anonymous]
ice-age-the-meltdown;8;BrandonS
casino-royale;10;AnonymousMC
the-departed;10;JB
300;10;Andrew
over-the-hedge;10;MovieLonely94
transformers;8;Rox22
the-devil-wears-prada;8;beingryanjude
the-devil-wears-prada;8;Trev29
the-devil-wears-prada;8;Spangle
over-the-hedge;9;heyitsmegrif4
a-prairie-home-companion;9;PeterL.
click;10;cameronmorewood
click;10;benjaminavatar
the-road-to-guantanamo;10;Fantasy
over-the-hedge;8;sil3nt_nick
300;10;JohnL.
the-devil-wears-prada;8;worleyjamers
ice-age-the-meltdown;10;Rikiege
the-break-up;9;Aaron
art-school-confidential;8;JH
click;9;TheQuietGamer
the-break-up;8;GeorgeB.
feast;9;Meth-dude
pans-labyrinth;8;DaveH
an-inconvenient-truth;10;DavidH.
ice-age-the-meltdown;10;SEROJ
ice-age-the-meltdown;8;sil3nt_nick
transformers;8;MovieGuys
an-inconvenient-truth;8;MovieGuys
an-inconvenient-truth;8;FilmVirtue
talladega-nights-the-ballad-of-ricky-bobby;8;MattA
superman-returns;8;PaulF.
pans-labyrinth;9;SteveA.
click;9;[Anonymous]
transformers;8;Meth-dude
the-omen;8;kingshahid
over-the-hedge;10;[Anonymous]
over-the-hedge;10;KevinC.
la-tropical;9;JohnH.
talladega-nights-the-ballad-of-ricky-bobby;9;TheQuietGamer
spider-man-3;8;SonicHD7
talladega-nights-the-ballad-of-ricky-bobby;8;Tokyochuchu
10th-wolf;8;DavidM.
waging-a-living;10;[Anonymous]
down-in-the-valley;10;Orson
the-descent;10;Meth-dude
slither;9;[Anonymous]
10th-wolf;8;Meth-dude
talladega-nights-the-ballad-of-ricky-bobby;8;Compi24
lady-vengeance;10;Ben
slither;10;MattO
the-descent;8;Spangle
curious-george;9;[Anonymous]
pans-labyrinth;10;ChrisD.
transformers;8;homer4president
over-the-hedge;8;CRL
click;9;Matt
goal!-the-dream-begins;8;MichaelD
the-fast-and-the-furious-tokyo-drift;8;Kyle
the-spirit-of-the-beehive;9;EpicLadySponge
stick-it;10;KevinC.
over-the-hedge;9;MovieGuys
over-the-hedge;8;FreedomFighters
babel;9;JohnZ
click;9;PaulF.
the-proposition;8;DanC.
ballets-russes;9;PaulD.
kinky-boots;8;ArnoldP.
over-the-hedge;8;homer4president
district-b13;9;TheQuietGamer
lucky-number-slevin;9;ERG1008
the-departed;10;KeithP
over-the-hedge;8;EpicLadySponge
dead-mans-shoes;8;DanB
hard-candy;8;potatoes351
the-fast-and-the-furious-tokyo-drift;8;gm101
over-the-hedge;8;Futuredirector
click;8;Zilcell
akeelah-and-the-bee;9;Trev29
the-lake-house;10;Ryan
summer-storm;10;JimM.
300;9;DJ
click;10;Rikiege
summer-storm;9;John
go-for-zucker;8;Alex
grease;10;MovieLonely94
lucky-number-slevin;9;JohnR.
stay-alive;10;[Anonymous]
looking-for-comedy-in-the-muslim-world;8;DavidH.
looking-for-comedy-in-the-muslim-world;9;TomM.
transformers;8;Futuredirector
grease;10;Paxster
click;8;MovieGuys
the-wild;8;TheQuietGamer
grease;9;ERG1008
click;8;Meth-dude
akeelah-and-the-bee;10;[Anonymous]
sketches-of-frank-gehry;8;[Anonymous]
friends-with-money;8;[Anonymous]
pans-labyrinth;9;Matt
jacobs-ladder;10;Subject98
poseidon;8;Tss5078
jacobs-ladder;10;JohnL.
poseidon;8;Meth-dude
the-departed;10;AnonymousMC
click;8;MasterRiley
akeelah-and-the-bee;9;PaulF.
united-93;10;AnonymousMC
phat-girlz;10;[Anonymous]
the-departed;10;[Anonymous]
phat-girlz;10;[Anonymous]
phat-girlz;10;[Anonymous]
the-roost;8;TheQuietGamer
thank-you-for-smoking;10;JohnL.
the-lake-house;9;JonathanS
the-departed;8;Fantasy
united-93;10;Ben
csa-the-confederate-states-of-america;9;MarkM.
pans-labyrinth;10;MikeM.
runaway-vacation;9;ChrisW.
changing-times;9;[Anonymous]
thank-you-for-smoking;8;[Anonymous]
hard-candy;9;JohnL.
lucky-number-slevin;9;NathanS.
twelve-and-holding;8;Tss5078
brick;10;DavidP.
lucky-number-slevin;8;[Anonymous]
csa-the-confederate-states-of-america;9;LarryR.
united-93;10;JoeM
pans-labyrinth;10;AndrewB.
lucky-number-slevin;9;Fantasy
hard-candy;8;worleyjamers
scary-movie-4;8;MovieLonely94
hard-candy;8;Meth-dude
the-benchwarmers;10;Chris
atl;10;John
thank-you-for-smoking;9;JohnM.
lucky-number-slevin;8;imthenoob
final-destination-3;8;MediaCritic
superman-returns;9;AndyG.
lucky-number-slevin;8;SEROJ
united-93;10;Andrew
pans-labyrinth;10;BobS.
silent-hill;9;JamesD
superman-returns;8;[Anonymous]
the-benchwarmers;10;ChrisD.
pans-labyrinth;10;NicholasF.
the-departed;10;JM
scary-movie-4;10;JohnD
snakes-on-a-plane;9;John
evil;10;JH
the-libertine;10;DavidH.
tristram-shandy-a-cock-and-bull-story;9;TomF.
thank-you-for-smoking;9;beingryanjude
300;9;ThomasG.
casino-royale;10;AnonymousMC
thank-you-for-smoking;8;Spangle
annapolis;9;[Anonymous]
the-libertine;9;[Anonymous]
thank-you-for-smoking;8;TheWalrus2000
annapolis;9;Tss5078
final-destination-3;10;JackS.
silent-hill;8;MattB.
brick;8;DanC.
failure-to-launch;8;[Anonymous]
the-libertine;10;KevinC.
300;10;MarkR.
pans-labyrinth;10;ChrisC
